Messreihe #1;Messreihe #1;Messreihe #1;Messreihe #1;Messreihe #1;Messreihe #1;Messreihe #1;Messreihe #1;Messreihe #1
20,600;0,193;0,008;-0,010;0,0046125;1,875E-4;-2,344E-4;0,0;0,0318451
20,800;0,195;0,008;-1,735E-16;0,0046500;1,875E-4;-4,201E-18;0,0;0,0324249
21,000;0,196;0,008;-1,735E-16;0,0046875;1,875E-4;-4,201E-18;0,0;0,0316620
21,200;0,198;0,008;-0,010;0,0047250;1,875E-4;-2,344E-4;0,0;0,0317078
21,400;0,199;0,004;-0,010;0,0047625;9,375E-5;-2,344E-4;0,0;0,0327148
21,600;0,199;0,004;0,000;0,0047625;9,375E-5;0,000;0,0;0,0323486
21,800;0,201;0,004;-0,010;0,0048000;9,375E-5;-2,344E-4;0,0;0,0322266
22,000;0,201;0,000;-8,674E-17;0,0048000;0,000;-2,101E-18;0,0;0,0324249
22,200;0,201;0,004;0,010;0,0048000;9,375E-5;2,344E-4;0,0;0,0327454
22,400;0,203;0,004;8,674E-17;0,0048375;9,375E-5;2,101E-18;0,0;0,0323639
22,600;0,203;0,004;0,010;0,0048375;9,375E-5;2,344E-4;0,0;0,0328369
22,800;0,204;0,008;-8,674E-17;0,0048750;1,875E-4;-2,101E-18;0,0;0,0334778
23,000;0,206;0,004;-0,010;0,0049125;9,375E-5;-2,344E-4;0,0;0,0341797
23,200;0,206;0,004;8,674E-17;0,0049125;9,375E-5;2,101E-18;0,0;0,0338440
23,400;0,207;0,004;8,674E-17;0,0049500;9,375E-5;2,101E-18;0,0;0,0335693
23,600;0,207;0,004;0,010;0,0049500;9,375E-5;2,344E-4;0,0;0,0335388
23,800;0,209;0,008;0,010;0,0049875;1,875E-4;2,344E-4;0,0;0,0336761
24,000;0,210;0,008;-0,010;0,0050250;1,875E-4;-2,344E-4;0,0;0,0335388
24,200;0,212;0,004;-0,010;0,0050625;9,375E-5;-2,344E-4;0,0;0,0330505
24,400;0,212;0,004;0,010;0,0050625;9,375E-5;2,344E-4;0,0;0,0337982
24,600;0,214;0,008;0,010;0,0051000;1,875E-4;2,344E-4;0,0;0,0339661
24,800;0,215;0,008;-0,010;0,0051375;1,875E-4;-2,344E-4;0,0;0,0330353
25,000;0,217;0,004;-0,010;0,0051750;9,375E-5;-2,344E-4;0,0;0,0339661
25,200;0,217;0,004;0,010;0,0051750;9,375E-5;2,344E-4;0,0;0,0337524
25,400;0,218;0,008;0,020;0,0052125;1,875E-4;4,688E-4;0,0;0,0335388
25,600;0,220;0,012;0,000;0,0052500;2,813E-4;0,000;0,0;0,0327911
25,800;0,223;0,008;-0,020;0,0053250;1,875E-4;-4,688E-4;0,0;0,0346069
26,000;0,223;0,004;-1,735E-16;0,0053250;9,375E-5;-4,201E-18;0,0;0,0343475
26,200;0,225;0,008;0,010;0,0053625;1,875E-4;2,344E-4;0,0;0,0328369
26,400;0,226;0,008;1,735E-16;0,0054000;1,875E-4;4,201E-18;0,0;0,0321960
26,600;0,228;0,008;0,000;0,0054375;1,875E-4;0,000;0,0;0,0331116
26,800;0,229;0,008;-1,735E-16;0,0054750;1,875E-4;-4,201E-18;0,0;0,0334778
27,000;0,231;0,008;-1,735E-16;0,0055125;1,875E-4;-4,201E-18;0,0;0,0334473
27,200;0,232;0,008;1,735E-16;0,0055500;1,875E-4;4,201E-18;0,0;0,0333710
27,400;0,234;0,008;1,735E-16;0,0055875;1,875E-4;4,201E-18;0,0;0,0336304
27,600;0,236;0,008;0,000;0,0056250;1,875E-4;0,000;0,0;0,0335083
27,800;0,237;0,008;0,010;0,0056625;1,875E-4;2,344E-4;0,0;0,0331879
28,000;0,239;0,012;-1,735E-16;0,0057000;2,813E-4;-4,201E-18;0,0;0,0329590
28,200;0,242;0,008;-0,020;0,0057750;1,875E-4;-4,687E-4;0,0;0,0334015
28,400;0,242;0,004;1,735E-16;0,0057750;9,375E-5;4,201E-18;0,0;0,0336761
28,600;0,243;0,008;0,000;0,0058125;1,875E-4;0,000;0,0;0,0336151
28,800;0,245;0,004;-0,010;0,0058500;9,375E-5;-2,344E-4;0,0;0,0326233
29,000;0,245;0,004;-8,674E-17;0,0058500;9,375E-5;-2,101E-18;0,0;0,0324097
29,200;0,247;0,004;8,674E-17;0,0058875;9,375E-5;2,101E-18;0,0;0,0326691
29,400;0,247;0,004;0,010;0,0058875;9,375E-5;2,344E-4;0,0;0,0327759
29,600;0,248;0,008;0,000;0,0059250;1,875E-4;0,000;0,0;0,0333557
29,800;0,250;0,004;-0,010;0,0059625;9,375E-5;-2,344E-4;0,0;0,0337830
30,000;0,250;0,004;0,010;0,0059625;9,375E-5;2,344E-4;0,0;0,0330811
30,200;0,251;0,008;0,010;0,0060000;1,875E-4;2,344E-4;0,0;0,0335693
30,400;0,253;0,008;-0,010;0,0060375;1,875E-4;-2,344E-4;0,0;0,0335236
30,600;0,254;0,004;-0,010;0,0060750;9,375E-5;-2,344E-4;0,0;0,0338745
30,800;0,254;0,004;-8,674E-17;0,0060750;9,375E-5;-2,101E-18;0,0;0,0336609
31,000;0,256;0,004;-8,674E-17;0,0061125;9,375E-5;-2,101E-18;0,0;0,0336761
31,200;0,256;0,004;8,674E-17;0,0061125;9,375E-5;2,101E-18;0,0;0,0333862
31,400;0,258;0,004;8,674E-17;0,0061500;9,375E-5;2,101E-18;0,0;0,0332336
31,600;0,258;0,004;0,010;0,0061500;9,375E-5;2,344E-4;0,0;0,0327759
31,800;0,259;0,008;0,010;0,0061875;1,875E-4;2,344E-4;0,0;0,0323334
32,000;0,261;0,008;0,000;0,0062250;1,875E-4;0,000;0,0;0,0326996
32,200;0,262;0,008;1,735E-16;0,0062625;1,875E-4;4,201E-18;0,0;0,0324554
32,400;0,264;0,008;-0,010;0,0063000;1,875E-4;-2,344E-4;0,0;0,0327759
32,600;0,265;0,004;-0,010;0,0063375;9,375E-5;-2,344E-4;0,0;0,0322723
32,800;0,265;0,004;0,010;0,0063375;9,375E-5;2,344E-4;0,0;0,0331268
33,000;0,267;0,008;0,000;0,0063750;1,875E-4;0,000;0,0;0,0330353
33,200;0,269;0,004;-0,010;0,0064125;9,375E-5;-2,344E-4;0,0;0,0324249
33,400;0,269;0,004;0,010;0,0064125;9,375E-5;2,344E-4;0,0;0,0331726
33,600;0,270;0,008;0,010;0,0064500;1,875E-4;2,344E-4;0,0;0,0325165
33,800;0,272;0,008;0,010;0,0064875;1,875E-4;2,344E-4;0,0;0,0327911
34,000;0,273;0,012;0,010;0,0065250;2,813E-4;2,344E-4;0,0;0,0337830
34,200;0,276;0,012;-0,020;0,0066000;2,813E-4;-4,687E-4;0,0;0,0337830
34,400;0,278;0,004;-0,020;0,0066375;9,375E-5;-4,688E-4;0,0;0,0337524
34,600;0,278;0,004;0,010;0,0066375;9,375E-5;2,344E-4;0,0;0,0329437
34,800;0,280;0,008;1,735E-16;0,0066750;1,875E-4;4,167E-18;0,0;0,0341949
35,000;0,281;0,004;-0,010;0,0067125;9,375E-5;-2,344E-4;0,0;0,0331421
35,200;0,281;0,004;0,010;0,0067125;9,375E-5;2,344E-4;0,0;0,0339203
35,400;0,283;0,008;-1,735E-16;0,0067500;1,875E-4;-4,167E-18;0,0;0,0330811
35,600;0,284;0,004;-0,020;0,0067875;9,375E-5;-4,688E-4;0,0;0,0342712
35,800;0,284;0,000;1,735E-16;0,0067875;0,000;4,167E-18;0,0;0,0345917
36,000;0,284;0,004;0,010;0,0067875;9,375E-5;2,344E-4;0,0;0,0338898
36,200;0,286;0,004;0,000;0,0068250;9,375E-5;0,000;0,0;0,0346527
36,400;0,286;0,004;-1,735E-16;0,0068250;9,375E-5;-4,167E-18;0,0;0,0345612
36,600;0,287;0,004;0,000;0,0068625;9,375E-5;0,000;0,0;0,0345917
36,800;0,287;0,004;0,010;0,0068625;9,375E-5;2,344E-4;0,0;0,0365601
37,000;0,289;0,008;0,010;0,0069000;1,875E-4;2,344E-4;0,0;0,0364685
37,200;0,291;0,008;-0,010;0,0069375;1,875E-4;-2,344E-4;0,0;0,0346069
37,400;0,292;0,004;-0,010;0,0069750;9,375E-5;-2,344E-4;0,0;0,0351410
37,600;0,292;0,004;0,000;0,0069750;9,375E-5;0,000;0,0;0,0344391
37,800;0,294;0,004;1,735E-16;0,0070125;9,375E-5;4,167E-18;0,0;0,0354462
38,000;0,294;0,004;-1,735E-16;0,0070125;9,375E-5;-4,167E-18;0,0;0,0345154
38,200;0,295;0,004;0,000;0,0070500;9,375E-5;0,000;0,0;0,0355682
38,400;0,295;0,004;0,010;0,0070500;9,375E-5;2,344E-4;0,0;0,0357361
38,600;0,297;0,008;0,010;0,0070875;1,875E-4;2,344E-4;0,0;0,0355530
38,800;0,298;0,008;0,000;0,0071250;1,875E-4;0,000;0,0;0,0346985
39,000;0,300;0,008;-3,469E-16;0,0071625;1,875E-4;-8,335E-18;0,0;0,0357513
39,200;0,302;0,008;0,010;0,0072000;1,875E-4;2,344E-4;0,0;0,0349426
39,400;0,303;0,012;0,020;0,0072375;2,813E-4;4,688E-4;0,0;0,0349579
39,600;0,306;0,016;0,000;0,0073125;3,750E-4;0,000;0,0;0,0360260
39,800;0,309;0,012;-0,010;0,0073875;2,813E-4;-2,344E-4;0,0;0,0355072
40,000;0,311;0,012;0,010;0,0074250;2,813E-4;2,344E-4;0,0;0,0357819
40,200;0,314;0,016;0,020;0,0075000;3,750E-4;4,687E-4;0,0;0,0350647
40,400;0,317;0,020;6,939E-16;0,0075750;4,688E-4;1,125E-17;0,0;0,0351715
40,600;0,322;0,016;-0,020;0,0076875;3,750E-4;-4,688E-4;0,0;0,0355682
40,800;0,324;0,012;0,000;0,0077250;2,813E-4;5,421E-18;0,0;0,0356903
41,000;0,327;0,016;-5,248E-16;0,0078000;3,750E-4;-1,789E-17;0,0;0,0354767
41,200;0,330;0,012;-0,010;0,0078750;2,812E-4;-2,344E-4;0,0;0,0354004
41,400;0,331;0,012;0,010;0,0079125;2,813E-4;2,344E-4;0,0;0,0351715
41,600;0,335;0,016;0,000;0,0079875;3,750E-4;0,000;0,0;0,0351715
41,800;0,338;0,012;-0,010;0,0080625;2,813E-4;-2,344E-4;0,0;0,0348969
42,000;0,339;0,012;0,010;0,0081000;2,813E-4;2,344E-4;0,0;0,0350189
42,200;0,342;0,016;0,020;0,0081750;3,750E-4;4,687E-4;0,0;0,0340271
42,400;0,346;0,020;6,939E-16;0,0082500;4,688E-4;5,828E-18;0,0;0,0350952
42,600;0,350;0,016;-0,020;0,0083625;3,750E-4;-4,688E-4;0,0;0,0353088
42,800;0,352;0,012;0,010;0,0084000;2,813E-4;2,344E-4;0,0;0,0351715
43,000;0,355;0,020;0,020;0,0084750;4,688E-4;4,687E-4;0,0;0,0350189
43,200;0,360;0,020;-0,020;0,0085875;4,687E-4;-4,687E-4;0,0;0,0351257
43,400;0,363;0,012;-0,020;0,0086625;2,813E-4;-4,687E-4;0,0;0,0343170
43,600;0,364;0,012;0,010;0,0087000;2,813E-4;2,344E-4;0,0;0,0342255
43,800;0,368;0,016;0,000;0,0087750;3,750E-4;0,000;0,0;0,0352173
44,000;0,371;0,012;-0,010;0,0088500;2,813E-4;-2,344E-4;0,0;0,0350952
44,200;0,372;0,012;0,000;0,0088875;2,812E-4;0,000;0,0;0,0348511
44,400;0,375;0,012;-0,010;0,0089625;2,813E-4;-2,344E-4;0,0;0,0349731
44,600;0,377;0,008;0,000;0,0090000;1,875E-4;0,000;0,0;0,0347748
44,800;0,379;0,012;0,020;0,0090375;2,813E-4;4,688E-4;0,0;0,0350952
45,000;0,382;0,016;0,010;0,0091125;3,750E-4;2,344E-4;0,0;0,0353088
45,200;0,385;0,016;0,000;0,0091875;3,750E-4;0,000;0,0;0,0352325
45,400;0,388;0,016;0,010;0,0092625;3,750E-4;2,344E-4;0,0;0,0345459
45,600;0,391;0,020;0,010;0,0093375;4,688E-4;2,344E-4;0,0;0,0356903
45,800;0,396;0,020;-0,010;0,0094500;4,688E-4;-2,344E-4;0,0;0,0352936
46,000;0,399;0,016;-0,010;0,0095250;3,750E-4;-2,344E-4;0,0;0,0358124
46,200;0,402;0,016;0,010;0,0096000;3,750E-4;2,344E-4;0,0;0,0360870
46,400;0,405;0,020;6,939E-16;0,0096750;4,688E-4;5,828E-18;0,0;0,0349274
46,600;0,410;0,016;-0,020;0,0097875;3,750E-4;-4,688E-4;0,0;0,0354919
46,800;0,412;0,012;-0,010;0,0098250;2,813E-4;-2,344E-4;0,0;0,0353699
47,000;0,415;0,012;-5,248E-16;0,0099000;2,813E-4;-1,247E-17;0,0;0,0355225
47,200;0,416;0,012;0,010;0,0099375;2,812E-4;2,344E-4;0,0;0,0343933
47,400;0,419;0,016;0,010;0,0100125;3,750E-4;2,344E-4;0,0;0,0350342
47,600;0,423;0,016;0,010;0,0100875;3,750E-4;2,344E-4;0,0;0,0341339
47,800;0,426;0,020;0,010;0,0101625;4,688E-4;2,344E-4;0,0;0,0348206
48,000;0,430;0,020;-0,010;0,0102750;4,688E-4;-2,344E-4;0,0;0,0349121
48,200;0,434;0,016;0,000;0,0103500;3,750E-4;0,000;0,0;0,0345459
48,400;0,437;0,020;0,020;0,0104250;4,688E-4;4,688E-4;0,0;0,0341492
48,600;0,441;0,024;0,010;0,0105375;5,625E-4;2,344E-4;0,0;0,0344391
48,800;0,446;0,024;-0,020;0,0106500;5,625E-4;-4,688E-4;0,0;0,0357513
49,000;0,451;0,016;-0,029;0,0107625;3,750E-4;-7,031E-4;0,0;0,0351563
49,200;0,452;0,012;-0,010;0,0108000;2,812E-4;-2,344E-4;0,0;0,0361176
49,400;0,456;0,012;5,248E-16;0,0108750;2,813E-4;1,247E-17;0,0;0,0356293
49,600;0,457;0,012;0,010;0,0109125;2,813E-4;2,344E-4;0,0;0,0364838
49,800;0,460;0,016;0,020;0,0109875;3,750E-4;4,688E-4;0,0;0,0353241
50,000;0,463;0,020;-6,939E-16;0,0110625;4,688E-4;-2,751E-17;0,0;0,0362396
50,200;0,468;0,016;-0,020;0,0111750;3,750E-4;-4,687E-4;0,0;0,0360260
50,400;0,470;0,012;6,939E-16;0,0112125;2,813E-4;2,751E-17;0,0;0,0357208
50,600;0,473;0,016;0,010;0,0112875;3,750E-4;2,344E-4;0,0;0,0358276
50,800;0,476;0,016;0,010;0,0113625;3,750E-4;2,344E-4;0,0;0,0351257
51,000;0,479;0,020;0,020;0,0114375;4,688E-4;4,687E-4;0,0;0,0359192
51,200;0,484;0,024;-0,010;0,0115500;5,625E-4;-2,344E-4;0,0;0,0350342
51,400;0,489;0,016;-0,049;0,0116625;3,750E-4;-0,001;0,0;0,0353088
51,600;0,490;0,004;-0,020;0,0117000;9,375E-5;-4,688E-4;0,0;0,0356445
51,800;0,490;0,008;0,029;0,0117000;1,875E-4;7,031E-4;0,0;0,0352936
52,000;0,493;0,016;0,010;0,0117750;3,750E-4;2,344E-4;0,0;0,0356140
52,200;0,496;0,012;-0,010;0,0118500;2,812E-4;-2,344E-4;0,0;0,0362244
52,400;0,498;0,012;0,010;0,0118875;2,813E-4;2,344E-4;0,0;0,0365143
52,600;0,501;0,016;0,010;0,0119625;3,750E-4;2,344E-4;0,0;0,0360718
52,800;0,504;0,016;0,010;0,0120375;3,750E-4;2,344E-4;0,0;0,0359192
53,000;0,507;0,020;-6,939E-16;0,0121125;4,688E-4;-2,751E-17;0,0;0,0366669
53,200;0,512;0,016;-0,010;0,0122250;3,750E-4;-2,344E-4;0,0;0,0370331
53,400;0,514;0,016;0,020;0,0122625;3,750E-4;4,688E-4;0,0;0,0369415
53,600;0,518;0,024;0,020;0,0123750;5,625E-4;4,688E-4;0,0;0,0366516
53,800;0,523;0,024;-0,020;0,0124875;5,625E-4;-4,688E-4;0,0;0,0364838
54,000;0,528;0,016;-0,029;0,0126000;3,750E-4;-7,031E-4;0,0;0,0363312
54,200;0,529;0,012;-0,010;0,0126375;2,812E-4;-2,344E-4;0,0;0,0353394
54,400;0,533;0,012;5,248E-16;0,0127125;2,813E-4;1,247E-17;0,0;0,0352020
54,600;0,534;0,012;0,000;0,0127500;2,813E-4;0,000;0,0;0,0357208
54,800;0,537;0,012;-0,010;0,0128250;2,813E-4;-2,344E-4;0,0;0,0355682
55,000;0,539;0,008;-5,248E-16;0,0128625;1,875E-4;-1,247E-17;0,0;0,0354462
55,200;0,540;0,012;0,020;0,0129000;2,812E-4;4,688E-4;0,0;0,0354614
55,400;0,543;0,016;0,020;0,0129750;3,750E-4;4,688E-4;0,0;0,0357361
55,600;0,547;0,020;0,020;0,0130500;4,688E-4;4,688E-4;0,0;0,0353699
55,800;0,551;0,024;0,000;0,0131625;5,625E-4;0,000;0,0;0,0361023
56,000;0,556;0,020;-0,010;0,0132750;4,688E-4;-2,344E-4;0,0;0,0361938
56,200;0,559;0,020;0,000;0,0133500;4,687E-4;0,000;0,0;0,0363922
56,400;0,564;0,020;-0,010;0,0134625;4,688E-4;-2,344E-4;0,0;0,0359497
56,600;0,567;0,016;-0,020;0,0135375;3,750E-4;-4,688E-4;0,0;0,0363770
56,800;0,570;0,012;-0,020;0,0136125;2,813E-4;-4,688E-4;0,0;0,0357513
57,000;0,572;0,008;-0,010;0,0136500;1,875E-4;-2,344E-4;0,0;0,0360413
57,200;0,573;0,008;0,000;0,0136875;1,875E-4;0,000;0,0;0,0356140
57,400;0,575;0,008;0,010;0,0137250;1,875E-4;2,344E-4;0,0;0,0362244
57,600;0,576;0,012;0,020;0,0137625;2,813E-4;4,688E-4;0,0;0,0357056
57,800;0,580;0,016;0,010;0,0138375;3,750E-4;2,344E-4;0,0;0,0359497
58,000;0,583;0,016;-0,010;0,0139125;3,750E-4;-2,344E-4;0,0;0,0359039
58,200;0,586;0,012;0,000;0,0139875;2,812E-4;-1,084E-17;0,0;0,0356598
